Yıl,İl Kodu,İl Adı,Genel toplam,Genel toplam,Genel toplam,Okuma yazma bilmeyen,Okuma yazma bilmeyen,Okuma yazma bilmeyen,Okuma yazma bilen fakat bir okul bitirmeyen,Okuma yazma bilen fakat bir okul bitirmeyen,Okuma yazma bilen fakat bir okul bitirmeyen,İlkokul,İlkokul,İlkokul,İlköğretim,İlköğretim,İlköğretim,Ortaokul ve dengi meslek,Ortaokul ve dengi meslek,Ortaokul ve dengi meslek,Lise ve dengi meslek,Lise ve dengi meslek,Lise ve dengi meslek,Yüksekokul veya fakülte,Yüksekokul veya fakülte,Yüksekokul veya fakülte,Yüksek lisans,Yüksek lisans,Yüksek lisans,Doktora,Doktora,Doktora,Bilinmeyen,Bilinmeyen,Bilinmeyen
,,,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın
2021,6,  Ankara,5158955,2548815,2610140,78853,9920,68933,392154,175852,216302,937861,373006,564855,240671,127545,113126,794379,426465,367914,1321201,715336,605865,1132120,585448,546672,182044,95020,87024,37557,20841,16716,42115,19382,22733
2021,7,  Antalya,2287823,1158775,1129048,21318,3757,17561,213117,91343,121774,500840,222728,278112,149566,84177,65389,386954,213949,173005,544726,303309,241417,393369,200623,192746,38960,20376,18584,6085,3522,2563,32888,14991,17897
2021,8,  Artvin,158363,80342,78021,4326,598,3728,12721,4806,7915,36411,13678,22733,9646,5593,4053,24585,13645,10940,42198,26224,15974,25232,14053,11179,2193,1246,947,420,273,147,631,226,405
2021,9,  Aydın,1042855,517292,525563,16073,2612,13461,94932,38775,56157,274283,121281,153002,77894,44798,33096,173606,95760,77846,217681,117087,100594,158770,81469,77301,15488,8300,7188,2567,1508,1059,11561,5702,5859
2021,10,  Balıkesir,1164009,581299,582710,19419,3691,15728,92624,39164,53460,323871,134421,189450,76316,42256,34060,180633,99115,81518,255585,144785,110800,185523,101679,83844,16983,9541,7442,2542,1565,977,10513,5082,5431
2021,11,  Bilecik,209217,108942,100275,3110,578,2532,14372,6470,7902,52084,20487,31597,14529,7459,7070,34237,19456,14781,53598,32993,20605,33094,19106,13988,2863,1679,1184,466,287,179,864,427,437
2021,12,  Bingöl,252959,127564,125395,12737,2111,10626,29715,13165,16550,43200,20267,22933,17990,10186,7804,49398,25836,23562,64252,34719,29533,30476,18026,12450,3392,2219,1173,497,374,123,1302,661,641
2021,13,  Bitlis,307283,158643,148640,14085,1978,12107,44895,18990,25905,60600,28197,32403,20974,11979,8995,72529,39316,33213,58113,35824,22289,31339,19516,11823,3428,2254,1174,389,272,117,931,317,614
2021,14,  Bolu,289119,142474,146645,7171,1061,6110,21867,9162,12705,72909,30447,42462,21246,10445,10801,40767,22272,18495,72396,41421,30975,45068,23539,21529,5027,2678,2349,1219,757,462,1449,692,757
2021,15,  Burdur,252330,126122,126208,4923,699,4224,19837,7848,11989,70859,30166,40693,17821,9631,8190,39556,22801,16755,54670,30684,23986,38098,20641,17457,4189,2418,1771,802,486,316,1575,748,827
2021,16,  Bursa,2843315,1418195,1425120,54019,7851,46168,238381,107565,130816,634686,260419,374267,215237,116425,98812,501253,268137,233116,667284,384412,282872,447631,230366,217265,43280,22985,20295,5685,3378,2307,35859,16657,19202
2021,17,  Çanakkale,518657,260629,258028,5683,1325,4358,40138,17435,22703,146149,61838,84311,30659,16720,13939,73964,40635,33329,116682,65815,50867,90826,49170,41656,10005,5259,4746,2178,1294,884,2373,1138,1235
2021,18,  Çankırı,177194,88966,88228,6038,860,5178,14619,5881,8738,47887,20074,27813,13573,6762,6811,28589,16232,12357,40228,24120,16108,22389,12819,9570,2236,1338,898,415,258,157,1220,622,598
2021,19,  Çorum,482130,238909,243221,18802,3313,15489,50748,20355,30393,131967,57879,74088,40785,22755,18030,79285,43583,35702,91161,52575,38586,59098,32731,26367,5735,3394,2341,924,588,336,3625,1736,1889
2021,20,  Denizli,960475,477392,483083,11620,1970,9650,86845,34766,52079,243326,106641,136685,79009,42528,36481,160408,89103,71305,212453,116585,95868,141862,72693,69169,14156,7608,6548,2528,1459,1069,8268,4039,4229
2021,21,  Diyarbakır,1555527,783115,772412,84017,12596,71421,256318,104445,151873,288504,139836,148668,88571,54739,33832,358652,192953,165699,284102,168312,115790,169860,94673,75187,19682,12607,7075,2101,1494,607,3720,1460,2260
2021,22,  Edirne,383259,193257,190002,7639,1572,6067,27896,12145,15751,106950,46849,60101,25856,13924,11932,57132,32298,24834,90174,50882,39292,57489,30401,27088,6460,3332,3128,1658,899,759,2005,955,1050
2021,23,  Elazığ,538821,265788,273033,17771,3133,14638,63932,22387,41545,103936,41737,62199,33501,18428,15073,102371,54119,48252,123318,72934,50384,78428,44025,34403,9873,5786,4087,2037,1360,677,3654,1879,1775
2021,24,  Erzincan,216509,109363,107146,8430,1198,7232,18997,7795,11202,45135,19465,25670,12684,6746,5938,34085,18773,15312,54906,30972,23934,35106,20305,14801,3561,2120,1441,803,549,254,2802,1440,1362
2021,25,  Erzurum,679307,337382,341925,30759,4194,26565,76770,32900,43870,153089,62437,90652,37379,20506,16873,129677,70458,59219,145741,87492,58249,86906,49378,37528,11773,6627,5146,2884,1866,1018,4329,1524,2805
2021,26,  Eskişehir,815496,404877,410619,11920,1668,10252,54863,24556,30307,179657,68048,111609,47564,23667,23897,120706,64646,56060,215940,125673,90267,152602,80190,72412,18762,9645,9117,4692,2562,2130,8790,4222,4568
2021,27,  Gaziantep,1853829,933267,920562,51398,5432,45966,244259,110127,134132,426050,180092,245958,164360,101010,63350,409805,225728,184077,315598,181720,133878,195862,104392,91470,22870,13236,9634,2811,1732,1079,20816,9798,11018
2021,28,  Giresun,418847,208011,210836,17102,2456,14646,46465,15313,31152,98541,47483,51058,28522,15840,12682,65206,36321,28885,91817,52763,39054,60266,32005,28261,5489,3012,2477,1051,651,400,4388,2167,2221
2021,29,  Gümüşhane,138032,69114,68918,4498,601,3897,14652,6032,8620,28681,12345,16336,9370,4647,4723,19038,10702,8336,33339,19257,14082,19308,10701,8607,2002,1158,844,410,284,126,6734,3387,3347
2021,30,  Hakkari,246664,130193,116471,9042,1961,7081,31278,14313,16965,35168,17819,17349,10797,5471,5326,62769,30641,32128,65539,39796,25743,26931,17295,9636,2257,1595,662,170,109,61,2713,1193,1520
2021,31,  Hatay,1496691,751038,745653,25828,5166,20662,193661,78810,114851,369270,171407,197863,107699,60227,47472,292240,157159,135081,276208,154669,121539,183260,97623,85637,17676,10170,7506,2120,1332,788,28729,14475,14254
2021,32,  Isparta,406770,200798,205972,8258,1162,7096,31394,13222,18172,98886,40783,58103,24564,12575,11989,60583,33267,27316,101274,55607,45667,67539,36470,31069,8189,4426,3763,2350,1513,837,3733,1773,1960
2021,33,  Mersin,1696538,844113,852425,30298,4948,25350,184910,76725,108185,402395,175174,227221,112771,65356,47415,309431,168634,140797,362876,200567,162309,251284,130195,121089,23717,13008,10709,3187,1819,1368,15669,7687,7982
2021,34,  İstanbul,13859004,6924431,6934573,222814,29068,193746,1165968,527912,638056,2744113,1173699,1570414,900156,516705,383451,2401597,1315532,1086065,3224668,1768817,1455851,2586331,1279925,1306406,370978,191325,179653,58231,32160,26071,184148,89288,94860
2021,35,  İzmir,4093037,2031474,2061563,48598,8370,40228,334624,140544,194080,911588,389359,522229,256196,148975,107221,670082,366535,303547,967679,525915,441764,769101,384869,384232,89885,44410,45475,17095,9057,8038,28189,13440,14749
2021,36,  Kars,251829,129282,122547,12623,1681,10942,28326,12796,15530,58757,27170,31587,17769,10787,6982,54269,31014,23255,46745,28215,18530,27051,14450,12601,3263,1818,1445,667,405,262,2359,946,1413
2021,37,  Kastamonu,349305,172178,177127,15374,2372,13002,33212,12101,21111,103318,45907,57411,26435,14294,12141,53124,29974,23150,67828,40262,27566,43268,23558,19710,4500,2522,1978,850,515,335,1396,673,723
2021,38,  Kayseri,1295089,647634,647455,26854,3370,23484,124055,53336,70719,295736,120168,175568,87914,51192,36722,239468,130985,108483,290208,165236,124972,190944,102579,88365,20800,11297,9503,3526,2167,1359,15584,7304,8280
2021,39,  Kırklareli,341754,173863,167891,4902,911,3991,22195,10133,12062,89206,38135,51071,27269,14381,12888,52061,28776,23285,86047,49343,36704,52771,28315,24456,4828,2626,2202,734,434,300,1741,809,932
2021,40,  Kırşehir,213694,105074,108620,5915,706,5209,18886,7595,11291,50833,20343,30490,14001,7639,6362,34613,18752,15861,50714,28728,21986,31859,17469,14390,3226,1892,1334,704,456,248,2943,1494,1449
2021,41,  Kocaeli,1835080,926655,908425,29279,4057,25222,164734,73835,90899,363370,147983,215387,133113,71199,61914,333972,177742,156230,460405,268497,191908,302539,158175,144364,31132,17112,14020,3956,2322,1634,12580,5733,6847
2021,42,  Konya,2049104,1014152,1034952,36513,5054,31459,200432,85251,115181,552349,224866,327483,156124,86208,69916,379010,207677,171333,391638,222740,168898,269370,146746,122624,34349,19831,14518,6226,4012,2214,23093,11767,11326
2021,43,  Kütahya,532248,260401,271847,8675,1549,7126,48091,18460,29631,147479,56650,90829,44753,22369,22384,81462,44144,37318,116817,71076,45741,73428,39707,33721,7945,4548,3397,1319,843,476,2279,1055,1224
2021,44,  Malatya,739252,367826,371426,33951,4895,29056,70950,30850,40100,153037,63751,89286,46271,25448,20823,132189,73362,58827,170098,97448,72650,112966,61153,51813,12457,7211,5246,2074,1360,714,5259,2348,2911
2021,45,  Manisa,1338526,670997,667529,24316,3786,20530,128054,53860,74194,393155,172844,220311,112783,63962,48821,230597,126333,104264,258415,147238,111177,170174,91517,78657,15329,8522,6807,1849,1119,730,3854,1816,2038
2021,46,  Kahramanmaraş,1052370,533705,518665,42437,6834,35603,122140,54890,67250,240671,105373,135298,85416,48553,36863,215605,117765,97840,200031,119500,80531,119665,65881,53784,13354,8136,5218,1722,1160,562,11329,5613,5716
2021,47,  Mardin,744317,371746,372571,49170,7302,41868,113149,49015,64134,146003,68943,77060,42980,23433,19547,170116,91205,78911,133711,80695,53016,70850,41171,29679,7950,5396,2554,503,347,156,9885,4239,5646
2021,48,  Muğla,932920,475287,457633,11398,1923,9475,68749,30905,37844,231301,104355,126946,59574,35207,24367,142796,79753,63043,216486,120006,96480,172364,87843,84521,17104,8826,8278,3061,1762,1299,10087,4707,5380
2021,49,  Muş,351351,178854,172497,19866,2957,16909,55915,24223,31692,72587,36045,36542,23008,13879,9129,85438,45008,40430,59528,35961,23567,28842,17474,11368,3378,2138,1240,440,341,99,2349,828,1521
2021,50,  Nevşehir,276490,135616,140874,6349,693,5656,23528,9928,13600,70849,29581,41268,21739,11523,10216,49433,27119,22314,59748,33410,26338,37185,19242,17943,3695,2046,1649,757,443,314,3207,1631,1576
2021,51,  Niğde,329189,164397,164792,8998,970,8028,31417,13575,17842,85227,37016,48211,28080,15868,12212,65654,36293,29361,65028,36860,28168,38459,20263,18196,4314,2445,1869,903,553,350,1109,554,555
2021,52,  Ordu,703307,350298,353009,34459,5638,28821,78519,29072,49447,172798,82513,90285,49116,27215,21901,119809,66856,52953,146259,85080,61179,88634,46536,42098,7845,4392,3453,1170,720,450,4698,2276,2422
2021,53,  Rize,320446,160561,159885,9108,855,8253,28820,9900,18920,69789,31528,38261,22383,12724,9659,52762,28384,24378,80854,46896,33958,49316,26330,22986,4977,2699,2278,855,542,313,1582,703,879
2021,54,  Sakarya,947858,473309,474549,19419,2696,16723,78478,34774,43704,226575,94087,132488,67355,36673,30682,164645,89340,75305,233649,133183,100466,132285,68710,63575,14497,8134,6363,2565,1669,896,8390,4043,4347
2021,55,  Samsun,1237383,609491,627892,24852,4021,20831,134331,52305,82026,306400,138331,168069,90209,50982,39227,207046,111519,95527,258409,141046,117363,184329,94513,89816,19199,10174,9025,3340,2014,1326,9268,4586,4682
2021,56,  Siirt,287430,145886,141544,17432,2389,15043,44069,18792,25277,52369,24030,28339,15905,9166,6739,71154,37385,33769,52188,32987,19201,29359,18129,11230,3208,2189,1019,470,346,124,1276,473,803
2021,57,  Sinop,203160,100593,102567,6903,1252,5651,18939,7527,11412,59645,26781,32864,17743,9839,7904,31017,17342,13675,37898,21056,16842,26018,14091,11927,2441,1397,1044,508,289,219,2048,1019,1029
2021,58,  Sivas,582089,290780,291309,24586,3173,21413,54008,22764,31244,132094,57214,74880,37546,19718,17828,101023,54821,46202,133096,78975,54121,81717,44573,37144,8966,5105,3861,1799,1096,703,7254,3341,3913
2021,59,  Tekirdağ,1015195,520526,494669,12516,2195,10321,86959,38951,48008,230139,98009,132130,91234,50030,41204,189177,103601,85576,242440,143200,99240,141790,73720,68070,13423,7154,6269,1790,1046,744,5727,2620,3107
2021,60,  Tokat,555456,274924,280532,13070,2243,10827,64689,25074,39615,144525,60485,84040,43518,23372,20146,96752,53059,43693,110838,64433,46405,71423,40197,31226,7006,4174,2832,1309,825,484,2326,1062,1264
2021,61,  Trabzon,744432,368008,376424,24411,2777,21634,71556,27145,44411,159186,69552,89634,41929,23908,18021,112988,61719,51269,187873,105157,82716,123035,65219,57816,13124,7189,5935,2886,1763,1123,7444,3579,3865
2021,62,  Tunceli,77692,41317,36375,4217,654,3563,5872,2355,3517,14190,6936,7254,4606,2612,1994,10254,5966,4288,21453,13216,8237,14425,8085,6340,1352,746,606,229,148,81,1094,599,495
2021,63,  Şanlıurfa,1780304,892099,888205,111571,13771,97800,334409,141454,192955,385760,184679,201081,106966,71908,35058,432556,234313,198243,245872,153131,92741,131215,76234,54981,15256,9599,5657,1488,1043,445,15211,5967,9244
2021,64,  Uşak,340378,168670,171708,5802,887,4915,31150,12432,18718,86214,36630,49584,33854,18501,15353,57210,31523,25687,71895,39929,31966,44720,23623,21097,4563,2565,1998,888,551,337,4082,2029,2053
2021,65,  Van,989808,504448,485360,49617,7179,42438,169065,67101,101964,206377,96708,109669,63546,40964,22582,231111,129748,101363,163933,100970,62963,89522,52332,37190,11046,7249,3797,1552,1094,458,4039,1103,2936
2021,66,  Yozgat,379059,188179,190880,13011,1949,11062,38079,16339,21740,102009,42590,59419,26106,13557,12549,65485,35978,29507,78326,47402,30924,41484,22796,18688,4096,2498,1598,693,429,264,9770,4641,5129
2021,67,  Zonguldak,551642,272179,279463,23958,2650,21308,44645,17122,27523,143381,60687,82694,45033,26752,18281,85226,46617,38609,125577,74647,50930,71381,37245,34136,6888,3676,3212,1178,673,505,4375,2110,2265
2021,68,  Aksaray,375001,186265,188736,12342,1418,10924,38185,16947,21238,94727,40796,53931,32627,18047,14580,75550,41316,34234,67253,38934,28319,40618,21179,19439,4872,2930,1942,842,532,310,7985,4166,3819
2021,69,  Bayburt,78238,39955,38283,2756,276,2480,6682,2790,3892,16228,6758,9470,5639,2788,2851,12765,7142,5623,20536,11899,8637,11192,6865,4327,1216,739,477,313,221,92,911,477,434
2021,70,  Karaman,234943,117273,117670,4142,704,3438,20408,9209,11199,59990,25438,34552,22484,12000,10484,42401,22880,19521,46557,25651,20906,31143,17054,14089,3277,1928,1349,587,377,210,3954,2032,1922
2021,71,  Kırıkkale,250460,124535,125925,6817,714,6103,19691,8070,11621,52450,19452,32998,15422,7181,8241,44297,23430,20867,70496,42014,28482,35799,20455,15344,3929,2380,1549,524,373,151,1035,466,569
2021,72,  Batman,544620,274200,270420,23943,3519,20424,78318,33517,44801,96053,43104,52949,36484,20360,16124,128543,67707,60836,111169,65453,45716,59465,34299,25166,6489,4429,2060,537,386,151,3619,1426,2193
2021,73,  Şırnak,466947,243150,223797,24251,3386,20865,71121,31318,39803,81081,40431,40650,19792,11122,8670,125648,66564,59084,90890,57063,33827,43109,27283,15826,4277,2974,1303,255,189,66,6523,2820,3703
2021,74,  Bartın,188131,92783,95348,6270,1210,5060,18526,6348,12178,47584,21138,26446,20183,11798,8385,29814,15728,14086,39141,22275,16866,22179,11846,10333,2175,1256,919,462,297,165,1797,887,910
2021,75,  Ardahan,87479,45379,42100,4414,604,3810,7947,3550,4397,21903,9886,12017,6697,3830,2867,17632,10099,7533,17020,10909,6111,9710,5368,4342,1120,665,455,206,140,66,830,328,502
2021,76,  Iğdır,179601,92956,86645,10220,1520,8700,25440,11746,13694,36018,18830,17188,13388,7813,5575,38509,22334,16175,31764,18292,13472,19425,9885,9540,2142,1228,914,337,247,90,2358,1061,1297
2021,77,  Yalova,240071,119881,120190,3735,532,3203,19004,8254,10750,50918,20976,29942,14481,7941,6540,40972,21899,19073,60024,33278,26746,41450,21978,19472,4489,2481,2008,685,456,229,4313,2086,2227
2021,78,  Karabük,224633,110348,114285,8251,1104,7147,16859,6664,10195,51254,21583,29671,16616,8451,8165,33100,18240,14860,55041,31382,23659,38005,19860,18145,3818,2079,1739,833,581,252,856,404,452
2021,79,  Kilis,127449,64244,63205,3160,617,2543,14477,6756,7721,23101,10947,12154,11683,5955,5728,29718,15382,14336,25966,13791,12175,15375,8675,6700,1650,1008,642,243,160,83,2076,953,1123
2021,80,  Osmaniye,501217,252341,248876,19026,2883,16143,52844,24586,28258,104584,44507,60077,34060,19630,14430,96819,52822,43997,110335,62465,47870,67505,36897,30608,6346,3748,2598,583,360,223,9115,4443,4672
2021,81,  Düzce,363392,181239,182153,8643,1215,7428,32575,13246,19329,84327,35491,48836,32743,18598,14145,61062,32671,28391,84133,48787,35346,50986,26441,24545,5198,2808,2390,1010,655,355,2715,1327,1388
2022,,  Türkiye,76593361,38282365,38310996,1826577,280559,1546018,7482253,3207325,4274928,16739881,7178181,9561700,5048202,2851250,2196952,13374921,7286293,6088628,17442997,9855144,7587853,12166766,6314394,5852372,1475690,793593,682097,242549,141194,101355,793525,374432,419093
2022,1,  Adana,2064253,1029847,1034406,58508,9215,49293,220032,95594,124438,442636,190822,251814,134855,81405,53450,377214,204993,172221,477414,264281,213133,301657,156384,145273,33810,18127,15683,4746,2689,2057,13381,6337,7044
2022,2,  Adıyaman,566318,285012,281306,27618,4125,23493,66349,30761,35588,118114,52957,65157,40706,21273,19433,114076,61951,52125,118735,68687,50048,69979,38683,31296,7359,4780,2579,909,613,296,2473,1182,1291
2022,3,  Afyonkarahisar,679554,338438,341116,13242,1744,11498,62661,25943,36718,185678,74121,111557,53357,29331,24026,123522,68509,55013,138385,82659,55726,80790,44118,36672,9331,5407,3924,1571,1020,551,11017,5586,5431
2022,4,  Ağrı,444756,230676,214080,26132,3646,22486,76698,33186,43512,105828,53023,52805,24291,16722,7569,100329,57695,42634,67266,42113,25153,35901,20069,15832,3925,2420,1505,436,300,136,3950,1502,2448
2022,5,  Amasya,313831,156639,157192,7244,1266,5978,26298,10866,15432,82528,33906,48622,22460,11453,11007,49533,26616,22917,71196,41641,29555,47723,27105,20618,4385,2547,1838,709,425,284,1755,814,941
2022,6,  Ankara,5228966,2579008,2649958,79518,12171,67347,389583,174930,214653,928288,367660,560628,235726,125015,110711,772501,414874,357627,1370349,738327,632022,1179061,605649,573412,191793,99222,92571,38925,21443,17482,43222,19717,23505
2022,7,  Antalya,2328490,1180995,1147495,22590,4900,17690,211070,90537,120533,497768,220800,276968,147401,82992,64409,379839,211020,168819,573096,319612,253484,413128,209743,203385,41682,21711,19971,6302,3624,2678,35614,16056,19558
2022,8,  Artvin,158868,79663,79205,4065,583,3482,12368,4685,7683,35752,13245,22507,9539,5530,4009,23794,13177,10617,44358,26528,17830,25644,14132,11512,2244,1269,975,424,271,153,680,243,437
2022,9,  Aydın,1055493,522811,532682,15680,2824,12856,93629,38312,55317,271992,119639,152353,77425,44371,33054,172479,95097,77382,226393,121422,104971,166116,84606,81510,16553,8796,7757,2659,1548,1111,12567,6196,6371
2022,10,  Balıkesir,1172582,583024,589558,18908,3840,15068,90876,38330,52546,320569,132068,188501,75975,41899,34076,177373,97100,80273,263751,148326,115425,193137,104391,88746,18318,10184,8134,2649,1626,1023,11026,5260,5766
2022,11,  Bilecik,210087,107945,102142,3060,627,2433,14347,6499,7848,51890,20381,31509,14628,7606,7022,33179,18564,14615,55161,33137,22024,33378,18671,14707,2980,1700,1280,495,298,197,969,462,507
2022,12,  Bingöl,253802,127766,126036,12343,2018,10325,29671,13110,16561,43104,20265,22839,17574,9957,7617,47594,24831,22763,66411,35766,30645,31686,18401,13285,3522,2316,1206,530,399,131,1367,703,664
2022,13,  Bitlis,310406,160509,149897,13719,1921,11798,44960,19198,25762,60401,28102,32299,20680,11898,8782,71175,38217,32958,61963,38219,23744,32595,19979,12616,3590,2377,1213,410,283,127,913,315,598
2022,14,  Bolu,291573,143403,148170,6892,1069,5823,21607,9047,12560,72310,29999,42311,21110,10403,10707,39975,21872,18103,74746,42508,32238,46983,24285,22698,5218,2737,2481,1248,773,475,1484,710,774
2022,15,  Burdur,253305,125867,127438,4692,697,3995,19361,7593,11768,69991,29628,40363,17653,9518,8135,37233,20791,16442,57189,31969,25220,40056,21709,18347,4526,2621,1905,857,520,337,1747,821,926
2022,16,  Bursa,2890561,1440470,1450091,53483,8643,44840,239069,107598,131471,632571,258548,374023,212998,114907,98091,495252,264984,230268,696684,400299,296385,469565,239665,229900,46286,24357,21929,5977,3543,2434,38676,17926,20750
2022,17,  Çanakkale,521721,260577,261144,5633,1389,4244,39173,17129,22044,144852,60956,83896,30600,16743,13857,72213,39319,32894,119564,66814,52750,94027,50138,43889,10889,5616,5273,2250,1320,930,2520,1153,1367
2022,18,  Çankırı,176488,88242,88246,5761,835,4926,14187,5715,8472,47023,19610,27413,13314,6646,6668,27521,15594,11927,41734,24717,17017,22888,12835,10053,2368,1380,988,431,272,159,1261,638,623
2022,19,  Çorum,483106,239542,243564,18023,3246,14777,49266,19600,29666,130973,57314,73659,40455,22669,17786,77399,42691,34708,94513,54348,40165,61489,33598,27891,6141,3624,2517,944,599,345,3903,1853,2050
2022,20,  Denizli,969415,481149,488266,11771,2287,9484,85290,34327,50963,241219,104992,136227,78348,42026,36322,157593,87547,70046,219979,120616,99363,148628,75564,73064,15097,7988,7109,2610,1501,1109,8880,4301,4579
2022,21,  Diyarbakır,1576801,793602,783199,82042,12237,69805,257760,105362,152398,289444,139910,149534,86648,53527,33121,356517,190598,165919,300540,178277,122263,177174,97416,79758,20652,13212,7440,2222,1566,656,3802,1497,2305
2022,22,  Edirne,385152,193407,191745,7381,1587,5794,27308,11901,15407,105700,46156,59544,25999,14068,11931,56110,31454,24656,92854,52009,40845,59019,30743,28276,6914,3541,3373,1699,918,781,2168,1030,1138
2022,23,  Elazığ,542115,266998,275117,17175,2963,14212,63408,22289,41119,103421,41274,62147,33258,18277,14981,100558,53041,47517,126596,74593,52003,81393,45118,36275,10381,6050,4331,2097,1401,696,3828,1992,1836
2022,24,  Erzincan,218995,110422,108573,8174,1221,6953,18830,7723,11107,45024,19370,25654,12749,6851,5898,33075,18062,15013,56649,32084,24565,36909,20824,16085,3825,2222,1603,848,567,281,2912,1498,1414
2022,25,  Erzurum,676044,335225,340819,29409,4029,25380,75740,32429,43311,150581,61069,89512,36331,19948,16383,124201,67284,56917,150331,89644,60687,90021,50493,39528,12284,6920,5364,3012,1940,1072,4134,1469,2665
2022,26,  Eskişehir,825086,409162,415924,11822,1925,9897,54588,24386,30202,177197,66739,110458,46947,23334,23613,118328,63398,54930,223617,129427,94190,158885,82888,75997,19785,10106,9679,4932,2668,2264,8985,4291,4694
2022,27,  Gaziantep,1887425,950678,936747,50571,5875,44696,245724,110904,134820,426456,179749,246707,161220,99068,62152,408035,223933,184102,340451,195978,144473,207403,109734,97669,24160,13991,10169,2897,1789,1108,20508,9657,10851
2022,28,  Giresun,420361,209240,211121,16466,2368,14098,44983,14746,30237,98021,46775,51246,28633,15914,12719,63645,35502,28143,94099,54462,39637,63015,33345,29670,5799,3168,2631,1097,671,426,4603,2289,2314
2022,29,  Gümüşhane,133407,66558,66849,4164,554,3610,14037,5686,8351,27782,11848,15934,9022,4450,4572,17801,9978,7823,33203,19082,14121,19272,10678,8594,1964,1134,830,416,288,128,5746,2860,2886
2022,30,  Hakkari,245283,128126,117157,8831,1925,6906,30900,14134,16766,34436,17419,17017,10251,5170,5081,59775,28965,30810,68526,40519,28007,27180,16935,10245,2248,1621,627,179,118,61,2957,1320,1637
2022,31,  Hatay,1518232,761448,756784,25397,5252,20145,193959,79211,114748,369111,171098,198013,106015,59273,46742,289139,155442,133697,290027,161836,128191,192306,101373,90933,19083,10913,8170,2227,1397,830,30968,15653,15315
2022,32,  Isparta,407724,200692,207032,8112,1257,6855,30596,12988,17608,97578,39963,57615,24313,12428,11885,59047,32241,26806,103634,56638,46996,69625,37165,32460,8601,4667,3934,2441,1556,885,3777,1789,1988
2022,33,  Mersin,1718577,856140,862437,30257,5368,24889,182765,75758,107007,400524,174229,226295,111392,64470,46922,304076,165829,138247,380976,210549,170427,263465,136262,127203,25476,13863,11613,3308,1872,1436,16338,7940,8398
2022,34,  İstanbul,13995728,6988058,7007670,220816,32528,188288,1164661,527975,636686,2697996,1151048,1546948,869849,498381,371468,2327033,1275570,1051463,3362672,1844589,1518083,2702394,1330017,1372377,389440,198304,191136,60138,33041,27097,200729,96605,104124
2022,35,  İzmir,4136326,2051256,2085070,48955,9579,39376,330806,139266,191540,899105,382404,516701,251234,146112,105122,659374,360915,298459,1003854,544631,459223,800362,398391,401971,95155,46621,48534,17805,9375,8430,29676,13962,15714
2022,36,  Kars,247936,126799,121137,12095,1629,10466,27297,12225,15072,57294,26437,30857,17092,10376,6716,52669,30004,22665,47720,28640,19080,27565,14373,13192,3197,1765,1432,705,431,274,2302,919,1383
2022,37,  Kastamonu,352870,173736,179134,14698,2264,12434,32306,11722,20584,103118,45468,57650,26634,14485,12149,52039,29453,22586,71799,42129,29670,45171,24342,20829,4784,2642,2142,900,543,357,1421,688,733
2022,38,  Kayseri,1308022,653366,654656,26448,3663,22785,122514,52591,69923,293314,118613,174701,86716,50486,36230,234049,127834,106215,303028,172079,130949,199693,106138,93555,22235,11977,10258,3653,2246,1407,16372,7739,8633
2022,39,  Kırklareli,344760,174453,170307,4829,1005,3824,22085,10024,12061,88388,37585,50803,27372,14457,12915,51491,28280,23211,88085,50272,37813,54726,28764,25962,5137,2752,2385,807,475,332,1840,839,1001
2022,40,  Kırşehir,216014,106011,110003,5603,717,4886,18709,7552,11157,50436,20055,30381,13907,7601,6306,34006,18347,15659,52794,29781,23013,33239,17902,15337,3466,2004,1462,730,466,264,3124,1586,1538
2022,41,  Kocaeli,1883527,950803,932724,29375,4557,24818,167703,75362,92341,364315,148015,216300,131672,70256,61416,330352,175732,154620,486158,282434,203724,322649,167488,155161,33566,18306,15260,4116,2404,1712,13621,6249,7372
2022,42,  Konya,2073042,1026022,1047020,36523,5769,30754,198004,84432,113572,548554,222445,326109,153911,84972,68939,372036,204066,167970,414543,234904,179639,282237,152232,130005,36669,20872,15797,6467,4143,2324,24098,12187,11911
2022,43,  Kütahya,535121,262973,272148,8361,1584,6777,46665,17916,28749,145580,55570,90010,44437,22323,22114,79584,43295,36289,121039,73502,47537,76957,41832,35125,8650,4981,3669,1388,882,506,2460,1088,1372
2022,44,  Malatya,745429,370911,374518,32982,4810,28172,70504,30566,39938,152516,63300,89216,45901,25322,20579,129096,71371,57725,176026,100795,75231,117676,63312,54364,13169,7615,5554,2185,1412,773,5374,2408,2966
2022,45,  Manisa,1353075,679129,673946,23946,4026,19920,126251,53036,73215,389844,170495,219349,111886,63386,48500,230311,126593,103718,270528,154386,116142,178438,95349,83089,16147,8943,7204,1907,1144,763,3817,1771,2046
2022,46,  Kahramanmaraş,1063286,539511,523775,42026,7183,34843,120473,54061,66412,239634,104470,135164,84369,47936,36433,212437,116102,96335,210815,125564,85251,126232,68792,57440,14137,8550,5587,1789,1190,599,11374,5663,5711
